preamble,stimulus,item,true_category,category,rank,"score (sum, mean, [list)",params,model
A tomahawk is a,weapon.,tomahawk,none,weapon,23,"[-11.363337516784668, -10.559326171875, -11.777837753295898, -12.32562255859375, -10.377616882324219, -11.165304183959961, -9.634700775146484, -11.05062484741211, -10.785259246826172, -13.011603355407715, -10.68600845336914, -10.821709632873535, -9.888690948486328, -9.72392463684082, -11.474847793579102, -11.7984619140625, -11.280488967895508, -11.111810684204102, -9.425934791564941, -12.00232982635498, -10.818445205688477, -13.815197944641113, -11.516191482543945, -9.360206604003906, -11.16574478149414, -8.52444839477539, -11.264717102050781, -9.480413436889648, -11.84695053100586, -10.269224166870117, -12.03913688659668, -11.825579643249512, -9.341596603393555, -10.484458923339844, -10.15789794921875, -12.1148681640625, -10.565937042236328, -11.9691801071167, -12.93678092956543, -10.080450057983398, -10.958345413208008, -10.768781661987305, -8.064080238342285, -10.464865684509277, -11.91099739074707, -11.390137672424316, -10.424250602722168, -11.725625991821289, -12.687372207641602, -10.780628204345703]",7241732096,mistralai_Mistral-7B-v0.1
A mortar is a,weapon.,mortar,none,weapon,24,"[-11.372969627380371, -10.233072280883789, -9.672981262207031, -11.063281059265137, -10.638891220092773, -11.302051544189453, -11.177267074584961, -10.068018913269043, -9.947956085205078, -11.377924919128418, -11.085930824279785, -10.867712020874023, -10.974084854125977, -10.883033752441406, -10.54974365234375, -10.68330192565918, -10.956194877624512, -11.05815601348877, -10.22562026977539, -10.953368186950684, -10.455835342407227, -10.661481857299805, -11.507550239562988, -10.336503982543945, -10.810912132263184, -11.014841079711914, -10.226436614990234, -10.492427825927734, -10.660138130187988, -10.363624572753906, -10.828797340393066, -10.676994323730469, -10.250200271606445, -10.836369514465332, -11.54488468170166, -10.281038284301758, -10.696636199951172, -11.223416328430176, -11.398900985717773, -11.09425163269043, -11.060158729553223, -11.22679615020752, -10.937765121459961, -10.692281723022461, -10.381254196166992, -9.982123374938965, -10.21364974975586, -10.581300735473633, -11.003976821899414, -10.793286323547363]",7241732096,mistralai_Mistral-7B-v0.1
An arrow is a,weapon.,arrow,none,weapon,25,"[-10.460456848144531, -9.471090316772461, -11.067879676818848, -11.489847183227539, -10.085460662841797, -11.352629661560059, -11.668453216552734, -10.127960205078125, -9.81292724609375, -10.926082611083984, -9.568620681762695, -11.221283912658691, -10.679479598999023, -9.453100204467773, -9.001150131225586, -9.99080753326416, -10.45223617553711, -9.410083770751953, -8.686155319213867, -8.999090194702148, -9.933499336242676, -10.52000617980957, -10.873072624206543, -8.894058227539062, -8.549302101135254, -9.954061508178711, -9.949728965759277, -10.841583251953125, -12.400657653808594, -10.773584365844727, -10.262813568115234, -9.110939025878906, -8.80800724029541, -9.768768310546875, -12.446895599365234, -11.008844375610352, -10.260358810424805, -11.915855407714844, -10.363874435424805, -9.247243881225586, -9.411821365356445, -8.991267204284668, -10.152344703674316, -8.673685073852539, -9.712182998657227, -9.066352844238281, -10.62673568725586, -9.615713119506836, -8.51453685760498, -9.173544883728027]",7241732096,mistralai_Mistral-7B-v0.1
A blackjack is a,weapon.,blackjack,none,weapon,26,"[-10.43994140625, -10.900087356567383, -11.141724586486816, -10.713285446166992, -11.270378112792969, -10.306951522827148, -10.438151359558105, -10.861038208007812, -10.566885948181152, -10.539363861083984, -11.175939559936523, -10.80068588256836, -10.55228042602539, -10.796058654785156, -11.046744346618652, -11.12139892578125, -10.858972549438477, -11.246981620788574, -10.751014709472656, -11.484634399414062, -11.266919136047363, -11.034740447998047, -10.531600952148438, -10.985355377197266, -11.189501762390137, -10.983556747436523, -10.265215873718262, -10.599499702453613, -9.49791145324707, -10.901927947998047, -11.098226547241211, -11.147028923034668, -9.837677001953125, -10.317831993103027, -10.59432601928711, -10.93756103515625, -10.609200477600098, -10.844407081604004, -9.776435852050781, -10.990747451782227, -10.668041229248047, -10.441173553466797, -11.148628234863281, -10.277238845825195, -11.267970085144043, -11.182401657104492, -11.092992782592773, -11.128129959106445, -10.57990837097168, -10.695577621459961]",7241732096,mistralai_Mistral-7B-v0.1
A tank is a,weapon.,tank,none,weapon,27,"[-9.962532997131348, -10.432640075683594, -8.96917724609375, -7.6900954246521, -11.851114273071289, -9.630176544189453, -10.812945365905762, -10.342822074890137, -8.939115524291992, -7.86918830871582, -9.667652130126953, -9.61561393737793, -9.268363952636719, -10.886232376098633, -9.815292358398438, -8.302324295043945, -10.831413269042969, -10.29055404663086, -7.202230930328369, -8.16369915008545, -9.378165245056152, -10.959844589233398, -8.479873657226562, -9.37779712677002, -11.325681686401367, -8.936848640441895, -8.976703643798828, -8.474189758300781, -10.451828956604004, -9.032938003540039, -9.836899757385254, -9.741272926330566, -10.103273391723633, -9.685287475585938, -10.611950874328613, -9.222481727600098, -9.456716537475586, -8.865126609802246, -9.993080139160156, -10.076435089111328, -12.520187377929688, -9.562023162841797, -9.413244247436523, -8.737724304199219, -8.554984092712402, -9.284263610839844, -8.925280570983887, -10.042740821838379, -10.706437110900879, -10.842352867126465]",7241732096,mistralai_Mistral-7B-v0.1
Teargas is a,weapon.,teargas,none,weapon,28,"[-10.267278671264648, -10.531241416931152, -10.221685409545898, -9.863312721252441, -10.080121994018555, -10.197259902954102, -10.35578727722168, -9.803579330444336, -10.403209686279297, -10.162485122680664, -10.496173858642578, -10.59688949584961, -8.931591033935547, -10.185920715332031, -10.29715633392334, -11.733509063720703, -10.888883590698242, -10.511905670166016, -9.631325721740723, -9.877725601196289, -10.64204216003418, -9.971435546875, -8.607632637023926, -9.107034683227539, -10.037554740905762, -9.584493637084961, -10.10999870300293, -9.938634872436523, -10.29604721069336, -10.278253555297852, -12.03143310546875, -10.610512733459473, -10.54393482208252, -10.308891296386719, -10.306206703186035, -10.733474731445312, -12.433927536010742, -11.557809829711914, -8.097005844116211, -9.985186576843262, -11.16254997253418, -10.67294692993164, -10.544631958007812, -10.778759002685547, -10.353084564208984, -10.275474548339844, -10.628110885620117, -11.679710388183594, -9.963123321533203, -11.093364715576172]",7241732096,mistralai_Mistral-7B-v0.1
A missile is a,weapon.,missile,none,weapon,29,"[-11.35761833190918, -11.55093765258789, -11.190143585205078, -11.159761428833008, -10.866328239440918, -11.14932632446289, -10.974859237670898, -10.292736053466797, -10.752486228942871, -10.295141220092773, -10.332639694213867, -10.004152297973633, -11.191949844360352, -10.92171859741211, -10.664597511291504, -11.021913528442383, -10.400954246520996, -10.230051040649414, -10.806940078735352, -11.059216499328613, -11.507466316223145, -10.573107719421387, -10.909759521484375, -11.084596633911133, -11.408239364624023, -11.522716522216797, -10.097553253173828, -10.93980598449707, -10.064863204956055, -10.821016311645508, -11.147621154785156, -10.77524185180664, -10.802539825439453, -10.461256980895996, -10.335737228393555, -10.650487899780273, -10.983057022094727, -11.029193878173828, -11.193611145019531, -10.977388381958008, -10.964922904968262, -11.083834648132324, -9.88964557647705, -10.851699829101562, -10.70666790008545, -10.28287124633789, -11.111978530883789, -10.432343482971191, -10.63748836517334, -11.170011520385742]",7241732096,mistralai_Mistral-7B-v0.1
A whip is a,weapon.,whip,none,weapon,30,"[-10.385734558105469, -10.78951358795166, -11.405576705932617, -11.1624174118042, -9.661031723022461, -10.972713470458984, -11.148649215698242, -11.733694076538086, -10.543975830078125, -10.345252990722656, -10.56399154663086, -10.975666046142578, -9.866718292236328, -10.134284973144531, -11.10110092163086, -11.075532913208008, -11.286145210266113, -11.148730278015137, -11.54039478302002, -10.779023170471191, -10.834891319274902, -10.81411075592041, -10.339583396911621, -11.296466827392578, -11.328621864318848, -10.711362838745117, -10.970963478088379, -10.996362686157227, -11.173807144165039, -11.066481590270996, -10.467031478881836, -10.634235382080078, -10.669044494628906, -10.764291763305664, -9.637548446655273, -10.465841293334961, -10.948965072631836, -11.046793937683105, -11.063055038452148, -11.1973876953125, -11.046677589416504, -10.971132278442383, -11.011260032653809, -10.516901016235352, -10.788593292236328, -10.330072402954102, -10.72107982635498, -11.000787734985352, -10.804340362548828, -10.122542381286621]",7241732096,mistralai_Mistral-7B-v0.1
An ice pick is a,weapon.,ice pick,none,weapon,31,"[-11.735387802124023, -12.737190246582031, -10.9280366897583, -12.823318481445312, -10.922331809997559, -12.279247283935547, -13.714949607849121, -13.14156723022461, -12.977945327758789, -13.176698684692383, -13.049924850463867, -13.649884223937988, -12.931320190429688, -13.09251594543457, -13.209447860717773, -12.678890228271484, -11.040032386779785, -8.314846992492676, -12.885019302368164, -13.35158920288086, -13.990456581115723, -13.67170524597168, -13.632423400878906, -12.67481803894043, -10.808481216430664, -13.40224838256836, -11.42640495300293, -11.356796264648438, -13.434438705444336, -13.48675537109375, -13.189729690551758, -13.054956436157227, -13.098326683044434, -11.230023384094238, -13.387231826782227, -13.253559112548828, -12.959693908691406, -13.668296813964844, -13.587684631347656, -13.490913391113281, -13.458888053894043, -12.90616226196289, -13.417856216430664, -12.830781936645508, -13.701326370239258, -12.829723358154297, -12.983196258544922, -12.764068603515625, -12.708898544311523, -13.358545303344727]",7241732096,mistralai_Mistral-7B-v0.1
A hatchet is a,weapon.,hatchet,none,weapon,32,"[-10.286946296691895, -10.867789268493652, -10.486604690551758, -9.820704460144043, -11.058250427246094, -10.610107421875, -11.399470329284668, -11.017290115356445, -11.169944763183594, -11.254742622375488, -10.504114151000977, -10.891669273376465, -11.024447441101074, -11.042667388916016, -10.646023750305176, -10.963112831115723, -9.524648666381836, -10.962065696716309, -10.755952835083008, -10.653261184692383, -10.790529251098633, -11.028388977050781, -10.34368896484375, -10.822359085083008, -10.612001419067383, -11.168691635131836, -10.318063735961914, -10.655832290649414, -11.16378402709961, -10.703128814697266, -11.069424629211426, -10.747323989868164, -10.549478530883789, -10.905359268188477, -11.3392333984375, -10.335347175598145, -10.85861873626709, -10.897737503051758, -11.608987808227539, -11.152441024780273, -10.697361946105957, -11.518969535827637, -9.88228988647461, -10.814314842224121, -10.554194450378418, -10.962039947509766, -11.16202449798584, -11.25998306274414, -11.105969429016113, -10.305790901184082]",7241732096,mistralai_Mistral-7B-v0.1
A slingshot is a,weapon.,slingshot,none,weapon,33,"[-15.464940071105957, -14.862454414367676, -14.962238311767578, -15.343965530395508, -14.96957015991211, -15.760969161987305, -9.194802284240723, -15.799260139465332, -14.749122619628906, -15.398299217224121, -15.287724494934082, -16.17316246032715, -15.69227409362793, -14.120084762573242, -15.833561897277832, -14.846240997314453, -9.371245384216309, -15.468755722045898, -14.821587562561035, -15.624648094177246, -16.523454666137695, -15.631514549255371, -8.520237922668457, -15.327435493469238, -15.337408065795898, -15.88418960571289, -15.823057174682617, -8.88968276977539, -14.83695125579834, -14.366369247436523, -9.108851432800293, -14.927713394165039, -14.862934112548828, -15.6090087890625, -14.884210586547852, -15.606858253479004, -14.28277587890625, -15.813261985778809, -14.995702743530273, -15.936827659606934, -16.333553314208984, -14.770960807800293, -15.671095848083496, -14.248029708862305, -15.474554061889648, -10.585302352905273, -15.139205932617188, -14.412291526794434, -15.369012832641602, -15.863177299499512]",7241732096,mistralai_Mistral-7B-v0.1
A fist is a,weapon.,fist,none,weapon,34,"[-8.433353424072266, -9.093257904052734, -7.768791198730469, -9.249753952026367, -9.838489532470703, -10.161494255065918, -7.820794105529785, -10.192400932312012, -8.295084953308105, -9.535209655761719, -10.140998840332031, -8.8959379196167, -8.73371696472168, -9.75526237487793, -10.000295639038086, -9.553558349609375, -9.339092254638672, -8.9371919631958, -9.45981502532959, -10.044306755065918, -7.827638626098633, -8.860612869262695, -10.53575325012207, -10.689062118530273, -10.145484924316406, -9.662059783935547, -9.42604923248291, -9.583985328674316, -8.653820991516113, -9.873361587524414, -9.377518653869629, -10.515031814575195, -9.037911415100098, -8.62161636352539, -9.71043586730957, -10.671445846557617, -8.54307746887207, -8.316438674926758, -9.171903610229492, -9.841821670532227, -10.689212799072266, -10.414155960083008, -6.106383323669434, -9.37784194946289, -10.667726516723633, -6.967791557312012, -7.592726707458496, -10.56884479522705, -10.818154335021973, -7.304797172546387]",7241732096,mistralai_Mistral-7B-v0.1
An axe is a,weapon.,axe,none,weapon,35,"[-11.175848960876465, -12.696064949035645, -12.781452178955078, -13.290607452392578, -13.360535621643066, -13.469329833984375, -13.23140811920166, -10.726266860961914, -13.7536039352417, -13.788148880004883, -13.081049919128418, -12.776989936828613, -13.880110740661621, -13.53229808807373, -13.476959228515625, -13.441429138183594, -13.374773025512695, -13.582832336425781, -13.127874374389648, -13.024316787719727, -12.906957626342773, -13.113075256347656, -13.639348030090332, -10.575857162475586, -12.34046745300293, -13.301267623901367, -10.917076110839844, -12.946616172790527, -10.931209564208984, -12.948010444641113, -12.51167106628418, -13.181341171264648, -9.747557640075684, -12.732534408569336, -14.042941093444824, -10.824995040893555, -13.395471572875977, -13.011281967163086, -12.553122520446777, -13.444598197937012, -13.602066040039062, -13.497406005859375, -13.631295204162598, -13.320650100708008, -12.863714218139648, -13.434577941894531, -13.502937316894531, -13.271245956420898, -13.254411697387695, -10.533191680908203]",7241732096,mistralai_Mistral-7B-v0.1
A bow is a,weapon.,bow,none,weapon,36,"[-9.21512508392334, -11.848518371582031, -10.252681732177734, -10.49129867553711, -9.026988983154297, -10.61199951171875, -9.182473182678223, -12.96865463256836, -8.664227485656738, -6.914361953735352, -9.195192337036133, -9.788810729980469, -8.927726745605469, -10.584007263183594, -8.100600242614746, -10.938345909118652, -10.915879249572754, -12.068208694458008, -10.259725570678711, -10.957420349121094, -10.2117280960083, -11.213342666625977, -9.962240219116211, -9.598535537719727, -10.861417770385742, -9.325114250183105, -9.67701244354248, -8.83225154876709, -8.381023406982422, -10.800115585327148, -10.474641799926758, -9.694217681884766, -12.400764465332031, -7.662927627563477, -10.45567512512207, -10.247713088989258, -9.57033920288086, -7.531285762786865, -9.302478790283203, -9.694497108459473, -10.890280723571777, -9.539430618286133, -9.010173797607422, -8.501072883605957, -11.380615234375, -11.035686492919922, -9.060993194580078, -11.104516983032227, -8.659595489501953, -9.771291732788086]",7241732096,mistralai_Mistral-7B-v0.1
