preamble,stimulus,item,true_category,category,rank,"score (sum, mean, [list)",params,model
An atom bomb is a,weapon.,Atom bomb,none,weapon,13,"[-15.096409797668457, -16.65713882446289, -16.18307113647461, -12.049535751342773, -16.471450805664062, -15.756524085998535, -11.454265594482422, -16.736900329589844, -14.855367660522461, -16.045873641967773, -15.275436401367188, -13.86532974243164, -11.943113327026367, -15.265094757080078, -14.530338287353516, -13.508630752563477, -16.46484375, -15.871456146240234, -16.512760162353516, -16.348331451416016, -15.720344543457031, -16.237773895263672, -15.993889808654785, -16.440876007080078, -11.756129264831543, -14.781902313232422, -16.441776275634766, -16.287757873535156, -16.6580867767334, -16.328603744506836, -11.813085556030273, -15.113018035888672, -15.127790451049805, -15.940776824951172, -15.48028564453125, -16.825424194335938, -15.592584609985352, -16.27655601501465, -16.07868194580078, -16.06801986694336, -16.16200065612793, -16.584739685058594, -15.940507888793945, -14.816034317016602, -15.991629600524902, -16.850513458251953, -15.828150749206543, -16.056758880615234, -15.554831504821777, -16.2149658203125]",7241732096,mistralai_Mistral-7B-v0.1
A bayonet is a,weapon.,bayonet,none,weapon,14,"[-12.828060150146484, -12.350546836853027, -10.833929061889648, -11.760608673095703, -11.391864776611328, -13.66259765625, -10.681953430175781, -12.604560852050781, -12.457609176635742, -12.339902877807617, -10.427816390991211, -11.643214225769043, -12.548314094543457, -12.232726097106934, -12.371625900268555, -11.559307098388672, -12.407205581665039, -12.271034240722656, -10.321184158325195, -12.62746810913086, -12.356364250183105, -11.212112426757812, -11.1239595413208, -12.078019142150879, -12.263496398925781, -9.79104232788086, -11.923585891723633, -12.791295051574707, -11.841008186340332, -12.352523803710938, -11.643094062805176, -11.788756370544434, -12.72307014465332, -12.589105606079102, -12.575660705566406, -12.658489227294922, -12.423967361450195, -12.605844497680664, -12.02521800994873, -12.813872337341309, -12.391586303710938, -11.866899490356445, -11.836666107177734, -11.572609901428223, -12.414926528930664, -11.789786338806152, -10.447373390197754, -11.336271286010742, -11.969300270080566, -11.767633438110352]",7241732096,mistralai_Mistral-7B-v0.1
A spear is a,weapon.,spear,none,weapon,15,"[-11.542984962463379, -14.501858711242676, -15.817487716674805, -15.14442253112793, -15.801121711730957, -15.6061372756958, -16.690980911254883, -16.310087203979492, -16.627559661865234, -15.19774055480957, -15.997148513793945, -16.6440372467041, -15.980873107910156, -15.988188743591309, -15.936291694641113, -15.286154747009277, -12.589529037475586, -16.583269119262695, -16.288558959960938, -17.25644302368164, -16.19510269165039, -16.485536575317383, -15.755505561828613, -15.019773483276367, -15.43641471862793, -14.482624053955078, -16.20554542541504, -16.656522750854492, -16.538249969482422, -15.443818092346191, -14.961393356323242, -16.421436309814453, -11.177064895629883, -13.505889892578125, -13.90524673461914, -15.960537910461426, -12.285174369812012, -16.41175651550293, -16.67083168029785, -14.53454875946045, -16.716297149658203, -15.845986366271973, -16.462711334228516, -16.36036491394043, -16.00208282470703, -13.197185516357422, -15.890920639038086, -16.34768295288086, -15.646881103515625, -16.966556549072266]",7241732096,mistralai_Mistral-7B-v0.1
A bazooka is a,weapon.,bazooka,none,weapon,16,"[-15.353450775146484, -15.100648880004883, -12.369412422180176, -14.445711135864258, -14.970705032348633, -13.087991714477539, -15.352680206298828, -12.095476150512695, -14.555980682373047, -12.861953735351562, -15.174234390258789, -17.053314208984375, -15.653100967407227, -14.973945617675781, -13.923118591308594, -10.313154220581055, -9.727312088012695, -15.364404678344727, -15.149551391601562, -9.98033332824707, -13.996091842651367, -14.159103393554688, -9.29948616027832, -15.085702896118164, -11.540780067443848, -13.601705551147461, -16.290313720703125, -15.65866470336914, -15.570175170898438, -9.74936580657959, -14.158266067504883, -14.184560775756836, -13.967485427856445, -16.513957977294922, -14.047554016113281, -14.28759765625, -13.50330924987793, -14.657064437866211, -15.041418075561523, -14.192619323730469, -10.121520042419434, -14.285871505737305, -17.19443130493164, -12.518625259399414, -13.49432373046875, -14.284965515136719, -14.60531234741211, -16.77720069885254, -15.495075225830078, -13.880826950073242]",7241732096,mistralai_Mistral-7B-v0.1
A cannon is a,weapon.,cannon,none,weapon,17,"[-15.55705451965332, -16.627634048461914, -16.014907836914062, -15.244640350341797, -16.709217071533203, -11.89974594116211, -16.39576530456543, -16.13263702392578, -15.891508102416992, -15.556122779846191, -14.398777961730957, -15.626235961914062, -16.138874053955078, -16.36652183532715, -13.24061393737793, -15.083953857421875, -16.25806427001953, -16.72431182861328, -16.386940002441406, -15.273866653442383, -15.04883861541748, -16.346763610839844, -14.614044189453125, -15.749269485473633, -15.697982788085938, -16.301111221313477, -15.53639030456543, -16.080947875976562, -16.586956024169922, -16.221664428710938, -12.063608169555664, -15.908557891845703, -16.002700805664062, -11.522499084472656, -14.906954765319824, -16.24167823791504, -16.1617431640625, -16.2186336517334, -16.302772521972656, -16.056575775146484, -15.601160049438477, -16.006786346435547, -16.45382308959961, -15.631994247436523, -15.96920108795166, -14.277799606323242, -15.03976058959961, -15.85617446899414, -16.121814727783203, -15.951164245605469]",7241732096,mistralai_Mistral-7B-v0.1
A bow and arrow is a,weapon.,bow and arrow,none,weapon,18,"[-10.85876178741455, -10.622379302978516, -11.006855964660645, -11.319491386413574, -10.696772575378418, -10.965156555175781, -11.061182022094727, -10.49150276184082, -10.32268238067627, -11.16845989227295, -10.59779167175293, -10.0439453125, -10.53671932220459, -10.504281044006348, -10.868767738342285, -10.200858116149902, -11.154874801635742, -11.128214836120605, -11.034122467041016, -10.777599334716797, -10.237930297851562, -10.854049682617188, -10.58192253112793, -11.950191497802734, -10.634475708007812, -10.736270904541016, -10.797428131103516, -10.202345848083496, -10.837379455566406, -10.90030288696289, -11.920802116394043, -9.252178192138672, -10.334430694580078, -10.84561824798584, -11.338583946228027, -10.280854225158691, -10.694046974182129, -9.60023307800293, -9.771425247192383, -11.009336471557617, -11.005044937133789, -9.951369285583496, -10.342119216918945, -11.53322696685791, -11.240422248840332, -11.385622024536133, -10.408994674682617, -10.800874710083008, -10.33224868774414, -9.8040771484375]",7241732096,mistralai_Mistral-7B-v0.1
A club is a,weapon.,club,none,weapon,19,"[-11.62203598022461, -9.094362258911133, -11.372697830200195, -12.303566932678223, -9.207297325134277, -12.721712112426758, -11.276504516601562, -12.135655403137207, -10.08582592010498, -10.714247703552246, -10.319722175598145, -9.475149154663086, -11.692203521728516, -11.650516510009766, -11.358773231506348, -11.286486625671387, -10.835378646850586, -11.230278015136719, -11.311119079589844, -11.2987060546875, -11.203876495361328, -11.997425079345703, -12.568095207214355, -12.038357734680176, -10.6405611038208, -11.630474090576172, -10.796642303466797, -11.473167419433594, -12.388858795166016, -10.94987678527832, -11.320154190063477, -9.783464431762695, -12.897613525390625, -13.525468826293945, -11.860413551330566, -11.901815414428711, -11.024452209472656, -10.669797897338867, -10.351173400878906, -10.270668029785156, -11.139915466308594, -10.243175506591797, -11.179141998291016, -9.446146965026855, -10.993492126464844, -13.032519340515137, -10.014992713928223, -11.871795654296875, -10.746228218078613, -12.062047958374023]",7241732096,mistralai_Mistral-7B-v0.1
A lance is a,weapon.,lance,none,weapon,20,"[-15.986480712890625, -15.803779602050781, -15.782586097717285, -13.577400207519531, -16.112953186035156, -16.01815414428711, -16.060178756713867, -15.530174255371094, -15.037252426147461, -16.30538558959961, -15.086638450622559, -13.987215042114258, -12.202152252197266, -15.789474487304688, -16.308135986328125, -16.67047119140625, -15.794273376464844, -14.083478927612305, -16.266719818115234, -10.966496467590332, -15.611274719238281, -15.779763221740723, -15.658905029296875, -13.84840202331543, -16.130611419677734, -16.25908088684082, -16.33238410949707, -11.665566444396973, -15.530363082885742, -16.087581634521484, -15.785696029663086, -14.155693054199219, -16.238679885864258, -16.419055938720703, -15.959667205810547, -16.10122299194336, -16.534374237060547, -16.334253311157227, -15.248884201049805, -13.933432579040527, -14.841423988342285, -16.268150329589844, -15.776259422302246, -16.50493049621582, -15.827568054199219, -16.410804748535156, -14.904948234558105, -16.08365249633789, -13.492384910583496, -15.87073802947998]",7241732096,mistralai_Mistral-7B-v0.1
A brass knuckle is a,weapon.,brass knuckle,none,weapon,21,"[-14.814775466918945, -13.492298126220703, -13.344951629638672, -14.626224517822266, -13.795331954956055, -13.11264419555664, -15.161996841430664, -14.611915588378906, -11.006832122802734, -10.321805953979492, -14.325654983520508, -10.269444465637207, -14.69870376586914, -13.211385726928711, -14.31479263305664, -10.518712043762207, -13.497027397155762, -15.33213996887207, -13.415571212768555, -14.322004318237305, -12.72366714477539, -15.471275329589844, -14.61221694946289, -14.462024688720703, -11.884532928466797, -12.620689392089844, -14.242712020874023, -14.509210586547852, -14.834968566894531, -15.218957901000977, -12.432674407958984, -14.067680358886719, -11.681534767150879, -13.17007827758789, -14.144460678100586, -16.18024444580078, -12.706575393676758, -12.379676818847656, -11.910318374633789, -13.46734619140625, -14.623823165893555, -13.106454849243164, -13.092809677124023, -14.034379959106445, -13.770145416259766, -10.563026428222656, -9.622161865234375, -16.742633819580078, -14.970586776733398, -13.707245826721191]",7241732096,mistralai_Mistral-7B-v0.1
A bullet is a,weapon.,bullet,none,weapon,22,"[-12.632251739501953, -11.833240509033203, -8.314887046813965, -13.196569442749023, -12.39286994934082, -10.330276489257812, -11.583633422851562, -10.081273078918457, -12.585840225219727, -12.351465225219727, -11.786491394042969, -10.444851875305176, -11.573418617248535, -11.896642684936523, -12.25582504272461, -11.083935737609863, -11.361303329467773, -11.605215072631836, -11.587451934814453, -13.228338241577148, -10.516807556152344, -11.6201171875, -11.347341537475586, -10.872589111328125, -11.867198944091797, -9.551422119140625, -12.616537094116211, -11.279804229736328, -11.21123218536377, -11.623530387878418, -12.080804824829102, -13.623719215393066, -10.987258911132812, -11.983009338378906, -10.049869537353516, -11.870186805725098, -12.11825180053711, -11.62470817565918, -12.379703521728516, -10.924891471862793, -11.870401382446289, -10.80200481414795, -9.857851028442383, -11.677833557128906, -11.159994125366211, -12.86140251159668, -11.429387092590332, -11.83144474029541, -10.89177417755127, -12.7114896774292]",7241732096,mistralai_Mistral-7B-v0.1
A tomahawk is a,weapon.,tomahawk,none,weapon,23,"[-16.4569091796875, -15.93901252746582, -14.52839469909668, -9.893231391906738, -10.657323837280273, -14.952873229980469, -13.617337226867676, -13.173038482666016, -16.262361526489258, -15.201789855957031, -11.674318313598633, -14.401092529296875, -15.47458267211914, -16.877086639404297, -10.425088882446289, -9.788288116455078, -13.799835205078125, -15.75750732421875, -15.228986740112305, -14.317522048950195, -14.87140941619873, -14.423832893371582, -14.962336540222168, -16.844806671142578, -14.695751190185547, -10.771088600158691, -15.841339111328125, -14.434944152832031, -18.378036499023438, -10.381628036499023, -17.82955551147461, -16.3018741607666, -17.377111434936523, -15.36617660522461, -15.870134353637695, -9.706879615783691, -14.011436462402344, -10.175552368164062, -16.033571243286133, -16.117076873779297, -18.20234489440918, -17.562198638916016, -11.957429885864258, -14.529970169067383, -15.229930877685547, -14.181130409240723, -16.447612762451172, -12.57415771484375, -16.608449935913086, -14.917301177978516]",7241732096,mistralai_Mistral-7B-v0.1
A mortar is a,weapon.,mortar,none,weapon,24,"[-15.96986198425293, -15.122265815734863, -11.631513595581055, -16.397647857666016, -16.432926177978516, -15.320175170898438, -15.18185043334961, -15.297280311584473, -15.45596981048584, -13.489495277404785, -16.08098793029785, -14.892269134521484, -14.764028549194336, -15.697999954223633, -16.166725158691406, -15.086986541748047, -16.50412368774414, -16.481996536254883, -16.11123275756836, -15.899497032165527, -15.238359451293945, -16.38878631591797, -16.39217758178711, -16.33099937438965, -16.311906814575195, -15.43797779083252, -16.393207550048828, -14.743311882019043, -16.41989517211914, -12.828302383422852, -16.28836441040039, -12.179890632629395, -15.910696029663086, -15.67590045928955, -16.465496063232422, -15.9992036819458, -16.590566635131836, -16.058177947998047, -15.511932373046875, -16.255191802978516, -16.52864646911621, -15.555855751037598, -16.746328353881836, -15.551526069641113, -12.975584983825684, -15.601862907409668, -15.947076797485352, -16.160585403442383, -15.056061744689941, -14.474267959594727]",7241732096,mistralai_Mistral-7B-v0.1
An arrow is a,weapon.,arrow,none,weapon,25,"[-10.954656600952148, -12.147123336791992, -11.061874389648438, -11.392006874084473, -11.519006729125977, -11.445866584777832, -11.953655242919922, -9.990531921386719, -10.259682655334473, -12.16230297088623, -11.642416000366211, -11.529659271240234, -12.971868515014648, -10.128917694091797, -10.862772941589355, -12.329460144042969, -10.688800811767578, -12.578994750976562, -10.629131317138672, -12.797840118408203, -11.115368843078613, -11.618953704833984, -9.103951454162598, -10.144319534301758, -10.84141731262207, -10.057350158691406, -12.345674514770508, -11.70173454284668, -11.832103729248047, -11.764698028564453, -11.876401901245117, -11.817342758178711, -11.803245544433594, -13.151690483093262, -11.81888484954834, -13.67172622680664, -11.654748916625977, -11.421236038208008, -11.488332748413086, -12.740294456481934, -11.985902786254883, -11.479496955871582, -12.13465690612793, -12.940254211425781, -9.972700119018555, -11.65826416015625, -11.674337387084961, -10.85407543182373, -10.163631439208984, -11.697284698486328]",7241732096,mistralai_Mistral-7B-v0.1
A blackjack is a,weapon.,blackjack,none,weapon,26,"[-12.828170776367188, -15.386001586914062, -15.968000411987305, -16.198448181152344, -16.396665573120117, -15.16889762878418, -16.4892520904541, -15.991050720214844, -15.717496871948242, -16.123859405517578, -15.759780883789062, -15.637234687805176, -16.453630447387695, -15.960830688476562, -16.600139617919922, -12.220928192138672, -16.848148345947266, -16.421794891357422, -16.228511810302734, -15.090721130371094, -16.428014755249023, -15.806744575500488, -16.201251983642578, -15.580133438110352, -16.543121337890625, -16.342445373535156, -14.824396133422852, -14.682929992675781, -16.17010498046875, -15.422452926635742, -16.640071868896484, -15.2041597366333, -15.554801940917969, -15.025376319885254, -16.213668823242188, -15.017850875854492, -16.49368667602539, -13.419737815856934, -15.59664535522461, -16.135643005371094, -13.265785217285156, -16.171775817871094, -16.185863494873047, -15.918078422546387, -15.775221824645996, -15.691999435424805, -15.52428913116455, -15.451335906982422, -14.716717720031738, -16.7467041015625]",7241732096,mistralai_Mistral-7B-v0.1
